submission_id,timestamp,user_email,rating,comment_text,region,department,country
d372ebfb-b1f9-4946-944e-c0d9e2771f92,2024-02-03 02:17:24,noah.hansen@examplecorp.com,4.0,Fantastic.,Americas,HR,Canada
28a5f506-2d88-44e3-aed8-7cd75617f213,2024-03-09 15:26:55,sophia.johnson@examplecorp.com,5.0,Great experience.,Americas,Finance,United States
75788b1f-dab3-4441-b7af-644fef6b48db,2024-03-21 08:24:59,olivia.brown@examplecorp.com,4.0,Smooth process.,APAC,Engineering,India
db2dbec9-c10f-4a7d-adf5-2848ad2f61ed,2024-03-07 16:37:08,liam.brown@examplecorp.com,3.0,Average.,APAC,Engineering,India
6e20a4cc-1835-44eb-8f26-9eee9367193b,2024-01-18 21:00:57,lucas.hansen@examplecorp.com,2.0,Poor experience.,EMEA,Finance,Germany
92f1bb33-ea12-44dd-9f31-f157b6efd0af,2024-03-24 06:32:52,noah.lopez@examplecorp.com,4.0,Great experience.,APAC,Finance,India
30c62b0a-6aba-41bb-a2c4-f5481fc88e8b,2024-02-04 08:11:16,mason.garcia55@examplecorp.com,3.0,It was okay.,EMEA,Engineering,Germany
86d52446-5d07-4d52-afb1-e0c5bb4c2a7e,2024-01-22 06:15:43,liam.garcia15@examplecorp.com,4.0,Fantastic.,APAC,Product,India
fd6862c1-1dfe-4e76-bd08-c028a35b7ca8,2024-01-01 10:39:20,lucas.hansen53@examplecorp.com,3.0,Average.,APAC,HR,Australia
59b7b069-e643-4681-8f49-3915f6514cd1,2024-03-10 02:57:05,noah.smith@examplecorp.com,5.0,Great experience.,APAC,Product,Australia
0a9c38c6-99e1-4601-9935-e81268754da6,2024-02-16 05:19:39,lucas.garcia@examplecorp.com,5.0,Fantastic.,APAC,Customer Support,India
09c96685-c594-4de5-8e33-759d8b6e4366,2024-02-12 12:14:04,olivia.nielsen@examplecorp.com,3.0,Average.,APAC,Marketing,Australia
028ab156-e978-4fe5-91a2-aeea60966407,2024-03-09 05:55:03,olivia.garcia44@examplecorp.com,3.0,Neutral.,APAC,Sales,India
a71eb7a4-3c82-42d3-a9f1-213ad861184e,2024-03-26 06:18:56,noah.smith58@examplecorp.com,3.0,Average.,Americas,Engineering,United States
3252d08e-0b85-4659-984d-2d43e9402a8e,2024-01-29 12:43:01,emma.garcia@examplecorp.com,4.0,Great experience.,EMEA,Finance,Denmark
d956aa33-cb27-490d-8f2a-9606e1798b80,2024-02-21 17:41:11,sophia.johnson26@examplecorp.com,5.0,Great experience.,Americas,Finance,Canada
2c153ff7-97ed-42d4-b0cc-1c0e2c981cd5,2024-02-09 23:23:39,emma.lopez@examplecorp.com,5.0,Great experience.,EMEA,HR,Denmark
d980cc70-6120-4182-9789-9de38f9998da,2024-02-26 04:23:14,noah.brown@examplecorp.com,2.0,Slow process.,Americas,Finance,Canada
fd6d6439-6c9a-4bc3-af21-af44dab02ea0,2024-02-18 21:14:23,noah.hansen@examplecorp.com,4.0,Fantastic.,Americas,HR,Canada
5a62b0d0-09c8-4fb7-aa14-256499f397ad,2024-01-21 10:41:11,liam.johnson@examplecorp.com,3.0,Average.,Americas,Sales,Canada
2c33572e-4893-4a9c-b47d-4d1437a9135a,2024-01-19 14:35:32,liam.garcia15@examplecorp.com,4.0,Fantastic.,APAC,Product,India
10b61172-4044-4928-aac7-a38c0900a7df,2024-01-12 05:21:07,ava.jensen12@examplecorp.com,4.0,Fantastic.,EMEA,Engineering,Germany
5532e363-7cb1-44b5-b7b8-df20787d3b33,2024-02-05 23:40:49,emma.smith@examplecorp.com,5.0,Smooth process.,EMEA,HR,Germany
9b999fd3-bab0-479a-a578-fc04c19771c7,2024-03-08 03:11:13,lucas.hansen@examplecorp.com,3.0,Average.,EMEA,Finance,Germany
751e0719-9079-42d6-9fb1-8362e4d06c64,2024-02-06 11:50:38,noah.johnson@examplecorp.com,4.0,Smooth process.,EMEA,Finance,Germany
c34cfb0a-b0d3-4421-b850-818fe7cf1957,2024-01-29 11:04:53,olivia.nielsen@examplecorp.com,4.0,Smooth process.,APAC,Marketing,Australia
5c782be0-aeb2-46bb-bb07-bb97cb3d415d,2024-03-21 05:15:51,mason.jensen@examplecorp.com,3.0,Average.,EMEA,Talent Acquisition,Denmark
d67d1629-153a-49db-bf69-9a3ce0b4e11b,2024-03-21 13:50:17,emma.lopez@examplecorp.com,3.0,Average.,EMEA,HR,Denmark
c38dfb98-1ffa-400e-af8e-85e279ed7b11,2024-02-11 22:37:11,liam.brown32@examplecorp.com,3.0,Neutral.,APAC,Product,Australia
9f9698b6-b020-46b6-9775-7f96fdb3b894,2024-01-23 03:43:51,emma.garcia40@examplecorp.com,1.0,Not good.,EMEA,Engineering,Denmark
eaf70a72-b58d-4999-b6a6-a25315582432,2024-02-02 04:59:44,liam.brown32@examplecorp.com,3.0,Neutral.,APAC,Product,Australia
5b923c0b-d244-4935-95a5-7ba28ad873e6,2024-03-31 22:48:02,mason.garcia@examplecorp.com,4.0,Smooth process.,Americas,Finance,Canada
cba98d55-c682-4fb4-9ba3-b25d60cfb25d,2024-03-26 17:11:43,olivia.garcia44@examplecorp.com,3.0,It was okay.,APAC,Sales,India
f6ac9856-26d2-432f-bb1d-1b5b091f15e3,2024-02-28 09:40:05,emma.nielsen@examplecorp.com,4.0,Fantastic.,APAC,Customer Support,India
5915df75-84ab-4a9f-860e-4ee9aa99e5a6,2024-02-08 03:40:58,liam.johnson@examplecorp.com,4.0,Smooth process.,Americas,Sales,Canada
f32f4844-6283-48b9-940e-2a3bb9591839,2024-02-21 11:33:11,olivia.garcia44@examplecorp.com,3.0,Average.,APAC,Sales,India
5da25a86-5c4d-4324-a1c9-6462a0b95326,2024-01-18 21:10:56,liam.brown@examplecorp.com,3.0,It was okay.,APAC,Engineering,India
d1d2c9ae-77bc-4011-9266-02a36aaa1c4c,2024-03-25 04:33:34,liam.johnson@examplecorp.com,3.0,Average.,Americas,Sales,Canada
b95945ae-425e-480b-bca6-0a45196df874,2024-02-03 15:23:27,mason.jensen@examplecorp.com,2.0,Poor experience.,EMEA,Talent Acquisition,Denmark
5169ed7b-cfd4-41dd-8686-2e00b3fb51cb,2024-03-14 04:55:07,noah.jensen@examplecorp.com,5.0,Smooth process.,Americas,Talent Acquisition,United States
b16c2c3c-6b4d-4c19-94e7-d7dee4239a48,2024-01-21 18:33:39,emma.garcia42@examplecorp.com,4.0,Fantastic.,APAC,Finance,India
5f99fa22-374e-4237-8604-4fcdc6b47470,2024-02-16 12:06:16,emma.garcia42@examplecorp.com,5.0,Smooth process.,APAC,Finance,India
13bec59e-c612-492a-85c4-d23708498185,2024-02-29 15:08:47,olivia.brown@examplecorp.com,5.0,Smooth process.,APAC,Engineering,India
09e9b55a-f615-46b0-9758-fe7a8a2a731f,2024-03-30 11:02:23,ava.smith@examplecorp.com,4.0,Fantastic.,APAC,Sales,Australia
644ed32c-b0fd-489b-8415-78afa39e9c8f,2024-01-11 23:59:40,ava.smith@examplecorp.com,5.0,Fantastic.,APAC,Sales,Australia
19da56c4-85b5-4139-a869-7f16452701d6,2024-01-03 02:02:44,lucas.hansen53@examplecorp.com,4.0,Fantastic.,APAC,HR,Australia
822b4594-08cf-4360-b2bf-3c0e2e75922f,2024-02-17 22:04:58,liam.johnson@examplecorp.com,3.0,Neutral.,Americas,Sales,Canada
09be7960-bac4-492b-bd8c-7b62b2ef7589,2024-03-30 12:54:10,noah.garcia@examplecorp.com,5.0,Great experience.,Americas,Marketing,United States
14a89f20-0c98-4993-a46e-bb217196c745,2024-03-02 12:03:52,ava.smith@examplecorp.com,5.0,Smooth process.,APAC,Sales,Australia
9ef3f1d8-ff20-4d75-81b7-dbd953d86a47,2024-01-21 02:46:53,ava.garcia45@examplecorp.com,4.0,Smooth process.,APAC,Finance,Australia
4f6288d0-fe6b-470a-a919-bd5251093a42,2024-03-08 18:09:15,emma.garcia42@examplecorp.com,4.0,Smooth process.,APAC,Finance,India
24a35c06-f3f7-4dd6-80fd-345e8da55174,2024-03-02 20:34:48,emma.garcia41@examplecorp.com,4.0,Great experience.,Americas,Engineering,Canada
05ea2a46-1d4c-4c20-9bef-10738adeaeb2,2024-01-17 15:30:46,emma.lopez@examplecorp.com,4.0,Smooth process.,EMEA,HR,Denmark
b1bb5e5e-b553-49f7-8359-944e9eab165e,2024-03-15 03:22:56,lucas.lopez@examplecorp.com,4.0,Great experience.,EMEA,Finance,Germany
b34a6d9a-a8ab-4e8a-8169-c5c72177939a,2024-03-15 23:05:06,emma.garcia35@examplecorp.com,5.0,Smooth process.,Americas,Finance,United States
ea45b732-b47f-4502-b9ac-bd7562bcd3e7,2024-01-17 05:23:06,noah.lopez@examplecorp.com,2.0,Poor experience.,APAC,Finance,India
5eb7e6cd-e6e2-4fb9-817a-fd00fd75968c,2024-01-19 04:39:58,lucas.johnson@examplecorp.com,5.0,Great experience.,APAC,Engineering,Australia
57c526d0-c23e-40d0-9446-f214011e2d3b,2024-03-02 04:05:00,noah.brown@examplecorp.com,4.0,Great experience.,Americas,Finance,Canada
b2c0b0c2-ba63-497e-ab37-33d5ceffa45f,2024-03-20 02:29:38,ava.brown@examplecorp.com,3.0,Average.,Americas,Engineering,United States
fb85a085-c5ff-4fbb-ba74-54cdda86e707,2024-03-25 01:20:05,lucas.johnson@examplecorp.com,3.0,It was okay.,APAC,Engineering,Australia
c7364064-6dcf-4f56-9714-7a2a7f98266b,2024-01-11 15:38:48,emma.smith@examplecorp.com,2.0,Not good.,EMEA,HR,Germany
e71fb306-d048-40e9-95d0-558ca32566e6,2024-03-07 22:25:13,liam.garcia31@examplecorp.com,4.0,Fantastic.,Americas,Sales,Canada
f72d0cbf-5c25-4581-8dcc-0fafb83feaa0,2024-02-13 20:52:29,lucas.hansen53@examplecorp.com,4.0,Great experience.,APAC,HR,Australia
88efdf8f-e2bd-4553-9cf6-5258403b6dc5,2024-03-14 09:21:08,ava.smith@examplecorp.com,3.0,Neutral.,APAC,Sales,Australia
9e4d11ce-7b7e-4cd5-bda1-14e75887575b,2024-02-20 21:54:29,emma.garcia35@examplecorp.com,3.0,It was okay.,Americas,Finance,United States
3d5785c7-5090-41cc-ab6b-dc1df57f8d90,2024-03-21 23:25:52,ava.brown@examplecorp.com,4.0,Smooth process.,Americas,Engineering,United States
5694f582-0811-473c-a6e3-dd0438f94719,2024-03-12 21:30:45,mason.garcia@examplecorp.com,5.0,Smooth process.,Americas,Finance,Canada
9f7008eb-d5f9-4bf1-b87a-2fb8d9e3d8f9,2024-03-28 22:49:01,lucas.hansen@examplecorp.com,4.0,Fantastic.,EMEA,Finance,Germany
fa74850d-ef3c-4bd5-8ea0-c905f20d7e12,2024-01-25 01:39:17,ava.garcia45@examplecorp.com,3.0,It was okay.,APAC,Finance,Australia
ffc6a9ef-2016-45b4-b190-64b12eeafdb4,2024-01-07 22:12:12,noah.garcia@examplecorp.com,5.0,Smooth process.,Americas,Marketing,United States
7be06c13-5259-4641-bf66-2d1ae5e99d56,2024-02-24 23:48:05,lucas.hansen53@examplecorp.com,1.0,Not good.,APAC,HR,Australia
10ab3946-ecfc-493b-9325-18d635db871d,2024-01-14 05:54:03,olivia.jensen@examplecorp.com,4.0,Great experience.,APAC,Marketing,Australia
bd487946-8a15-4aa5-bd59-8313649dc78d,2024-01-10 07:39:07,mason.lopez@examplecorp.com,3.0,Neutral.,EMEA,Sales,Germany
6bcabcf7-163e-4b32-a0c2-4292cfac3d75,2024-03-04 00:52:01,mason.lopez@examplecorp.com,4.0,Smooth process.,EMEA,Sales,Germany
0929ad47-6bb6-4e82-8408-14eb722b38b3,2024-01-26 03:46:43,ava.garcia@examplecorp.com,4.0,Great experience.,Americas,Customer Support,Canada
f4700c92-d012-49b5-9af5-673f10e7787c,2024-03-05 07:05:35,lucas.lopez@examplecorp.com,2.0,Slow process.,EMEA,Finance,Germany
14b31176-bd8b-4348-9607-e8024b9971ab,2024-02-15 02:19:56,liam.nielsen@examplecorp.com,4.0,Great experience.,APAC,Talent Acquisition,Australia
41930881-b83b-42a1-8c5e-109373c8ae88,2024-03-02 13:46:52,sophia.johnson26@examplecorp.com,3.0,Average.,Americas,Finance,Canada
58ae68e8-dfee-459c-922c-a73fa21b67a2,2024-03-14 19:37:07,lucas.johnson48@examplecorp.com,4.0,Fantastic.,APAC,Product,India
babe077d-c21e-4b46-a21f-8510c3e02e15,2024-02-28 03:42:19,lucas.hansen53@examplecorp.com,4.0,Smooth process.,APAC,HR,Australia
e502193a-87e5-48ba-a97d-3de69bf5422a,2024-01-21 03:29:21,ava.garcia@examplecorp.com,3.0,Neutral.,Americas,Customer Support,Canada
271964d1-460e-4616-bb51-478b58ea6ca4,2024-02-22 04:02:15,sophia.smith@examplecorp.com,2.0,Not good.,Americas,Customer Support,Canada
f0a76fc3-dfb1-4a23-8ad1-2e08abc22468,2024-03-01 23:37:29,liam.johnson@examplecorp.com,4.0,Smooth process.,Americas,Sales,Canada
525c2d1e-c1e6-4091-b0ea-b8f827de70e3,2024-03-16 14:14:39,lucas.garcia@examplecorp.com,5.0,Smooth process.,APAC,Customer Support,India
9b3ca490-ad22-42ed-9eab-21e60eace9d7,2024-02-23 05:59:55,lucas.lopez@examplecorp.com,5.0,Smooth process.,EMEA,Finance,Germany
08db1305-9a1b-4df9-a108-d3e806b251a5,2024-02-26 18:51:03,olivia.nielsen@examplecorp.com,5.0,Fantastic.,APAC,Marketing,Australia
7ad21323-b75f-4ac1-8434-65ea357d054f,2024-02-28 00:43:09,ava.johnson@examplecorp.com,3.0,Neutral.,EMEA,Sales,Denmark
1993d7ef-97ae-4a17-a3a1-d3c099f50020,2024-03-25 01:38:19,olivia.johnson@examplecorp.com,4.0,Great experience.,Americas,Customer Support,United States
10a1fd42-925c-4f2f-8ab6-079a6f58a9e7,2024-02-03 09:28:14,sophia.smith@examplecorp.com,5.0,Smooth process.,Americas,Customer Support,Canada
3486f9ef-3e45-42fd-9844-4fe7b8fc5aa2,2024-01-02 23:58:50,lucas.johnson@examplecorp.com,4.0,Smooth process.,APAC,Engineering,Australia
8acd22fc-31df-4f08-b834-b211f35ab886,2024-01-22 00:56:50,mason.lopez@examplecorp.com,4.0,Smooth process.,EMEA,Sales,Germany
5ed2e2ba-d097-4124-89b4-ff2407bd043a,2024-01-27 15:14:34,ava.jensen@examplecorp.com,5.0,Fantastic.,Americas,Talent Acquisition,United States
3409cb0c-83ac-4883-ab5e-d9a228cfa883,2024-01-28 17:05:40,noah.brown@examplecorp.com,3.0,Average.,Americas,Finance,Canada
78866dd8-7504-47d7-9ac5-57696249bb47,2024-02-11 14:24:26,mason.lopez37@examplecorp.com,4.0,Smooth process.,EMEA,Engineering,Denmark
55924561-44f4-4219-aba2-b5a57685d634,2024-01-14 12:23:37,mason.garcia55@examplecorp.com,3.0,It was okay.,EMEA,Engineering,Germany
275e7dac-d33a-4e5f-81f7-323738e4d535,2024-01-05 20:47:19,liam.garcia15@examplecorp.com,5.0,Fantastic.,APAC,Product,India
f85a28c2-ba25-4e12-bcf8-438f57fef7a0,2024-02-29 16:20:49,liam.lopez@examplecorp.com,4.0,Fantastic.,EMEA,Customer Support,Germany
f29f796e-ebc7-4908-bb8f-bd208c1837e5,2024-01-15 22:40:09,emma.garcia@examplecorp.com,4.0,Smooth process.,EMEA,Finance,Denmark
62b2fd59-2960-478f-b2ce-772a19808eef,2024-01-21 10:16:34,mason.garcia@examplecorp.com,5.0,Great experience.,Americas,Finance,Canada
cd23ac82-91cf-4140-ba09-c3bf00b2ce05,2024-03-02 01:33:17,mason.smith@examplecorp.com,5.0,Great experience.,Americas,Sales,Canada
b0bb9a6b-2aca-4cf1-8611-eb61b128377d,2024-02-07 05:17:00,lucas.hansen@examplecorp.com,4.0,Smooth process.,EMEA,Finance,Germany
8eede098-58b0-4da9-897b-c53bbb1648f6,2024-01-26 09:04:11,noah.lopez@examplecorp.com,5.0,Fantastic.,APAC,Finance,India
5e2585ed-93f8-4141-bddf-dcf3dcc106cd,2024-03-02 12:04:21,mason.jensen30@examplecorp.com,5.0,Fantastic.,EMEA,HR,Denmark
1aec215e-e31f-4662-97f9-85a8cb3e08bb,2024-02-22 19:21:15,liam.smith@examplecorp.com,3.0,Average.,APAC,Finance,India
bc5eaa08-e6b5-4d57-8914-2587d47ae94a,2024-02-15 16:11:16,ava.garcia49@examplecorp.com,3.0,Average.,APAC,Sales,India
2f1469c8-f4d3-41fb-a795-45cac35e74de,2024-03-11 21:05:28,mason.jensen30@examplecorp.com,5.0,Fantastic.,EMEA,HR,Denmark
79429053-f656-45e9-ab5f-b74c3a987380,2024-01-21 14:29:35,emma.garcia42@examplecorp.com,4.0,Great experience.,APAC,Finance,India
0ac1292e-75d5-4664-af69-73a238233b75,2024-01-08 23:16:48,ava.garcia@examplecorp.com,5.0,Smooth process.,Americas,Customer Support,Canada
0152e3b9-eeaa-4ce5-bbd6-4f95a3e25910,2024-02-02 06:37:57,lucas.garcia@examplecorp.com,4.0,Fantastic.,APAC,Customer Support,India
1a2f5ef7-9c58-42d3-a91b-06b62ef1a5d1,2024-02-26 08:29:32,noah.jensen@examplecorp.com,4.0,Smooth process.,Americas,Talent Acquisition,United States
26f2578b-307b-4703-ac66-ea761ac083d1,2024-03-19 12:29:29,liam.brown@examplecorp.com,4.0,Smooth process.,APAC,Engineering,India
cba6665e-2ae5-4f1e-95a2-c5bdcd905297,2024-03-03 14:08:36,sophia.smith@examplecorp.com,3.0,Average.,Americas,Customer Support,Canada
8d64fe50-8de7-4b52-a957-67322229d274,2024-02-07 07:07:59,lucas.johnson48@examplecorp.com,5.0,Smooth process.,APAC,Product,India
e77f6a56-fa84-4df6-8e2b-18a6d46b9609,2024-02-07 17:06:01,emma.smith@examplecorp.com,5.0,Fantastic.,EMEA,HR,Germany
ce61d819-7d42-497f-b7b6-a5281d686609,2024-01-14 22:02:39,mason.smith@examplecorp.com,4.0,Great experience.,Americas,Sales,Canada
46388f68-d58f-40db-b345-0cb0c064b3a6,2024-02-11 22:13:26,sophia.johnson@examplecorp.com,4.0,Smooth process.,Americas,Finance,United States
7b658230-63cb-4a24-b7fe-ca3e972bd4e6,2024-03-18 09:46:05,mason.lopez37@examplecorp.com,5.0,Great experience.,EMEA,Engineering,Denmark
d96e4426-6244-40b1-beae-e62898e35e90,2024-01-08 22:33:50,noah.johnson@examplecorp.com,5.0,Great experience.,EMEA,Finance,Germany
41a22fa0-4f43-482e-b72e-eb5629154440,2024-01-19 07:30:03,noah.brown@examplecorp.com,3.0,Average.,Americas,Finance,Canada
9417a9c6-a48b-4f81-a59d-e2ca120384f8,2024-03-07 19:39:30,noah.johnson@examplecorp.com,5.0,Fantastic.,EMEA,Finance,Germany
21e54ac3-afa8-4fbf-9de4-944f139c4aba,2024-03-24 21:40:10,liam.garcia@examplecorp.com,1.0,Poor experience.,APAC,Talent Acquisition,India
50c6d337-1c50-46ba-9cf7-37f920b6513f,2024-03-06 08:59:43,emma.garcia@examplecorp.com,4.0,Smooth process.,EMEA,Finance,Denmark
c2a4985e-b540-4c97-a68e-8700fd29cb11,2024-02-12 09:01:35,liam.garcia31@examplecorp.com,4.0,Smooth process.,Americas,Sales,Canada
84346520-b710-4520-a3fa-4b3cda63a26d,2024-01-31 03:40:19,ava.brown@examplecorp.com,4.0,Great experience.,Americas,Engineering,United States
f50a1aeb-bd7e-4f04-aad6-c4d35e3b85b8,2024-03-15 14:35:47,noah.jensen@examplecorp.com,1.0,Slow process.,Americas,Talent Acquisition,United States
436ba39b-0133-4a3c-81e5-6007aa72534a,2024-03-25 19:53:36,mason.garcia55@examplecorp.com,4.0,Great experience.,EMEA,Engineering,Germany
cfcd0f5e-1b50-4f8b-a4be-e64ebc2fc791,2024-01-18 19:38:30,mason.lopez@examplecorp.com,5.0,Smooth process.,EMEA,Sales,Germany
d6c00ebc-782b-449f-b6a7-4a9d3dd35013,2024-01-29 02:23:27,olivia.garcia44@examplecorp.com,4.0,Great experience.,APAC,Sales,India
53917070-7196-44e2-ba9d-fe0aec2adbba,2024-03-30 22:49:59,liam.brown@examplecorp.com,3.0,Average.,APAC,Engineering,India
79380ac2-701d-4fcf-ad51-1857b30236d7,2024-01-26 08:30:28,sophia.johnson26@examplecorp.com,5.0,Fantastic.,Americas,Finance,Canada
fa5dd40a-5055-42cc-80ae-2832913ec785,2024-03-13 16:50:45,lucas.lopez@examplecorp.com,1.0,Slow process.,EMEA,Finance,Germany
3dfae50b-9d40-4198-b715-d4803e21dab4,2024-03-18 16:33:40,noah.smith58@examplecorp.com,5.0,Fantastic.,Americas,Engineering,United States
b792944a-1b68-4a2a-9461-784715bd5a9c,2024-02-21 20:40:42,olivia.nielsen@examplecorp.com,3.0,Neutral.,APAC,Marketing,Australia
6992c8e2-0457-476a-b203-2c2d35a1bc3e,2024-01-15 07:36:59,noah.brown@examplecorp.com,4.0,Great experience.,Americas,Finance,Canada
420063a9-ddcd-4fa9-8ad0-5f521abf38f4,2024-01-24 22:31:18,olivia.nielsen@examplecorp.com,2.0,Not good.,APAC,Marketing,Australia
e30a3b78-cbe6-467b-b0e3-6a976aaf32f0,2024-03-24 15:54:20,noah.hansen@examplecorp.com,5.0,Smooth process.,Americas,HR,Canada
7ad16e7a-cabf-405b-abd6-f2e8396044e5,2024-01-17 11:47:21,olivia.johnson@examplecorp.com,2.0,Poor experience.,Americas,Customer Support,United States
ad9a6984-0447-4351-8f0e-26886211cb63,2024-03-06 22:57:06,noah.lopez@examplecorp.com,3.0,Average.,APAC,Finance,India
bf8e890f-b541-4a03-85f1-3e8abcbf7309,2024-01-05 01:32:40,olivia.brown@examplecorp.com,5.0,Smooth process.,APAC,Engineering,India
227f027c-7622-4757-9e37-ebfd63d07f0b,2024-01-19 20:29:51,mason.smith@examplecorp.com,3.0,Average.,Americas,Sales,Canada
68d9a134-c7f2-4f72-9e1b-d983559ed4a7,2024-02-15 13:09:11,sophia.garcia@examplecorp.com,4.0,Fantastic.,Americas,Product,United States
2171b2af-6738-4d6e-9d95-8e491e2baa99,2024-02-11 16:33:44,lucas.johnson48@examplecorp.com,4.0,Great experience.,APAC,Product,India
985f2445-1197-4751-a865-e164cd9c1c2b,2024-01-23 07:52:48,emma.garcia42@examplecorp.com,4.0,Smooth process.,APAC,Finance,India
77229e51-26c3-4c56-b4f4-296d3f21a889,2024-02-22 14:16:09,emma.garcia40@examplecorp.com,1.0,Poor experience.,EMEA,Engineering,Denmark
2b8c5a04-17a3-4b83-b2e2-23d2dc666896,2024-03-18 01:26:17,olivia.nielsen@examplecorp.com,4.0,Fantastic.,APAC,Marketing,Australia
c4bf0032-560b-481a-8cee-44b5549ff82b,2024-01-21 20:23:28,olivia.brown@examplecorp.com,4.0,Fantastic.,APAC,Engineering,India
08c7c321-6f54-4e0b-b513-56802c97add7,2024-01-21 16:22:40,noah.smith58@examplecorp.com,4.0,Fantastic.,Americas,Engineering,United States
1945e6eb-88a4-4666-8578-08acdf0e9eec,2024-02-15 04:05:35,ava.brown@examplecorp.com,4.0,Smooth process.,Americas,Engineering,United States
4f117d2c-40d2-4d58-b620-4c2453f5f6d5,2024-03-14 18:09:55,emma.garcia@examplecorp.com,3.0,Average.,EMEA,Finance,Denmark
d5055881-7a24-42f6-ba40-4b56a486cc63,2024-03-25 01:35:57,emma.garcia35@examplecorp.com,3.0,Average.,Americas,Finance,United States
